"UF";"Município";"(A)";"(P)";"% de P/A";"(R)";"% de R/A";"Data início";"Data fim";"Data fim prorrogada";
"AC";"Rio Branco";"229.842";"2";"0,00%";"197.244";"85,82%";"02/05/2013";"01/03/2014";""
"AM";"Careiro da Várzea";"15.045";"0";"0,00%";"11.564";"76,86%";"10/06/2013";"08/08/2013";"30/08/2013"
"AM";"Rio Preto da Eva";"14.292";"11";"0,08%";"10.409";"72,83%";"22/07/2013";"18/10/2013";""
"AM";"Itacoatiara";"60.460";"17";"0,03%";"46.970";"77,69%";"09/10/2013";"14/02/2014";"28/03/2014"
"AM";"Novo Airão";"8.130";"0";"0,00%";"6.487";"79,79%";"16/10/2013";"14/11/2013";"06/12/2013"
"AM";"Manacapuru";"63.184";"0";"0,00%";"46.046";"72,88%";"14/11/2013";"28/02/2014";"28/03/2014"
"AM";"Presidente Figueiredo";"18.239";"0";"0,00%";"14.142";"77,54%";"22/04/2013";"21/06/2013";""
"AM";"Iranduba";"27.412";"0";"0,00%";"19.767";"72,11%";"28/11/2013";"25/02/2014";"21/03/2014"
"AP";"Mazagão";"12.261";"0";"0,00%";"10.971";"89,48%";"09/12/2013";"28/03/2014";""
"AP";"Vitória do Jari";"9.513";"0";"0,00%";"7.530";"79,15%";"09/12/2013";"28/03/2014";""
"AP";"Macapá";"255.196";"3";"0,00%";"210.561";"82,51%";"19/04/2013";"29/11/2013";""
"AP";"Calçoene";"7.001";"0";"0,00%";"3.364";"48,05%";"20/08/2013";"30/11/2013";"28/03/2014"
"AP";"Santana";"66.104";"0";"0,00%";"57.037";"86,28%";"23/05/2013";"06/12/2013";""
"AP";"Tartarugalzinho";"7.164";"0";"0,00%";"5.899";"82,34%";"18/12/2013";"28/03/2014";""
"AP";"Oiapoque";"18.114";"0";"0,00%";"10.983";"60,63%";"25/06/2013";"29/11/2013";"28/03/2014"
"AP";"Porto Grande";"11.234";"0";"0,00%";"7.296";"64,95%";"13/08/2013";"30/11/2013";"19/12/2013"
"AP";"Pracuúba";"2.584";"0";"0,00%";"2.160";"83,59%";"18/12/2013";"28/03/2014";""
"AP";"Amapá";"5.473";"0";"0,00%";"4.589";"83,85%";"18/12/2013";"28/03/2014";""
"AP";"Laranjal do Jari";"26.664";"0";"0,00%";"22.419";"84,08%";"09/12/2013";"28/03/2014";""
"BA";"Una";"18.184";"2";"0,01%";"9.029";"49,65%";"29/10/2013";"28/03/2014";"31/03/2014"
"BA";"Ibirataia";"16.898";"0";"0,00%";"10.820";"64,03%";"10/12/2013";"28/03/2014";"01/04/2014"
"BA";"Varzedo";"7.156";"3";"0,04%";"6.037";"84,36%";"07/08/2013";"19/12/2013";"28/03/2014"
"BA";"Andorinha";"12.222";"0";"0,00%";"9.689";"79,28%";"24/10/2013";"21/03/2014";""
"BA";"Governador Mangabeira";"16.222";"0";"0,00%";"12.341";"76,08%";"15/07/2013";"19/12/2013";"26/02/2014"
"BA";"Catolândia";"3.273";"0";"0,00%";"2.634";"80,48%";"01/08/2013";"30/11/2013";"31/01/2014"
"BA";"Santo Antônio de Jesus";"63.758";"30";"0,05%";"48.338";"75,81%";"07/08/2013";"19/12/2013";"28/03/2014"
"BA";"São José da Vitória";"4.975";"34";"0,68%";"3.456";"69,47%";"23/12/2013";"28/03/2014";""
"BA";"Arataca";"6.325";"73";"1,15%";"4.121";"65,15%";"23/12/2013";"28/03/2014";""
"BA";"Paripiranga";"22.811";"0";"0,00%";"18.624";"81,64%";"08/08/2013";"30/11/2013";"31/01/2014"
"BA";"Cocos";"14.409";"0";"0,00%";"9.941";"68,99%";"24/07/2013";"19/12/2013";""
"BA";"Coribe";"12.371";"0";"0,00%";"8.971";"72,52%";"24/07/2013";"19/12/2013";""
"BA";"Gongogi";"6.435";"0";"0,00%";"3.831";"59,53%";"10/07/2013";"19/12/2013";"31/01/2014"
"BA";"Senhor do Bonfim";"47.274";"0";"0,00%";"38.103";"80,60%";"24/10/2013";"21/03/2014";""
"BA";"Encruzilhada";"15.780";"0";"0,00%";"10.775";"68,28%";"08/08/2013";"08/02/2014";"31/03/2014"
"BA";"Ubaitaba";"16.253";"0";"0,00%";"10.745";"66,11%";"10/07/2013";"19/12/2013";"31/01/2014"
"BA";"Muritiba";"22.597";"0";"0,00%";"16.698";"73,89%";"15/07/2013";"19/12/2013";"26/02/2014"
"BA";"Adustina";"11.475";"0";"0,00%";"9.202";"80,19%";"08/08/2013";"30/11/2013";"31/01/2014"
"BA";"Jaborandi";"7.226";"0";"0,00%";"5.791";"80,14%";"24/07/2013";"19/12/2013";""
"BA";"São Desidério";"18.751";"0";"0,00%";"15.832";"84,43%";"01/08/2013";"30/11/2013";"31/01/2014"
"BA";"Barra do Rocha";"4.508";"0";"0,00%";"2.883";"63,95%";"10/12/2013";"28/03/2014";"01/04/2014"
"BA";"Buerarema";"13.231";"0";"0,00%";"9.554";"72,21%";"21/08/2013";"21/10/2013";"20/12/2013"
"BA";"Cabaceiras do Paraguaçu";"13.083";"0";"0,00%";"9.009";"68,86%";"15/07/2013";"19/12/2013";"26/02/2014"
"BA";"Cândido Sales";"21.084";"0";"0,00%";"13.381";"63,47%";"15/08/2013";"14/02/2014";"14/03/2014"
"BA";"Canavieiras";"25.431";"14";"0,06%";"15.782";"62,06%";"29/10/2013";"28/03/2014";"31/03/2014"
