"UF";"Município";"(A)";"(P)";"% de P/A";"(R)";"% de R/A";"Data início";"Data fim";"Data fim prorrogada";
"AL";"Senador Rui Palmeira";"8.187";"0";"0,00%";"6.182";"75,51%";"09/06/2011";"08/12/2011";""
"AL";"Taquarana";"13.269";"0";"0,00%";"9.570";"72,12%";"13/06/2011";"16/12/2011";""
"AL";"Porto Calvo";"19.862";"0";"0,00%";"13.850";"69,73%";"18/07/2011";"16/12/2011";"13/01/2012"
"AL";"Belém";"4.800";"0";"0,00%";"3.632";"75,67%";"13/07/2011";"16/12/2011";"09/03/2012"
"AL";"Feira Grande";"15.174";"0";"0,00%";"11.556";"76,16%";"02/06/2011";"16/12/2011";"09/03/2012"
"AL";"Cacimbinhas";"6.735";"0";"0,00%";"5.515";"81,89%";"13/06/2011";"09/12/2011";""
"AL";"São Sebastião";"23.133";"0";"0,00%";"15.452";"66,80%";"23/05/2011";"22/07/2011";""
"AL";"Água Branca";"14.639";"0";"0,00%";"10.585";"72,31%";"08/06/2011";"25/11/2011";""
"AL";"Estrela de Alagoas";"11.984";"0";"0,00%";"8.086";"67,47%";"13/07/2011";"16/12/2011";"09/03/2012"
"AL";"Viçosa";"19.753";"0";"0,00%";"14.660";"74,22%";"01/06/2011";"22/11/2011";""
"AL";"Olivença";"8.644";"0";"0,00%";"6.046";"69,94%";"07/06/2011";"16/12/2011";""
"AL";"Maravilha";"8.330";"0";"0,00%";"5.262";"63,17%";"16/06/2011";"22/12/2011";""
"AL";"Paulo Jacinto";"5.957";"0";"0,00%";"4.880";"81,92%";"25/05/2011";"12/09/2011";""
"AL";"Porto Real do Colégio";"13.689";"0";"0,00%";"10.524";"76,88%";"14/06/2011";"06/12/2011";""
"AL";"Penedo";"38.754";"0";"0,00%";"29.805";"76,91%";"05/07/2011";"16/12/2011";""
"AL";"Lagoa da Canoa";"12.793";"0";"0,00%";"9.580";"74,88%";"02/06/2011";"16/12/2011";"09/03/2012"
"AL";"Cajueiro";"13.990";"0";"0,00%";"9.908";"70,82%";"08/06/2011";"25/11/2011";"02/12/2011"
"AL";"Olho D'Água do Casado";"5.597";"0";"0,00%";"4.645";"82,99%";"13/07/2011";"16/12/2011";""
"AL";"Novo Lino";"7.981";"0";"0,00%";"6.532";"81,84%";"29/06/2011";"16/12/2011";""
"AL";"Matriz de Camaragibe";"17.031";"0";"0,00%";"12.596";"73,96%";"13/06/2011";"22/11/2011";""
"AL";"São José da Tapera";"19.828";"0";"0,00%";"14.350";"72,37%";"09/06/2011";"08/12/2011";""
"AL";"Pindoba";"2.390";"0";"0,00%";"1.891";"79,12%";"13/06/2011";"16/12/2011";""
"AL";"Girau do Ponciano";"23.416";"0";"0,00%";"17.127";"73,14%";"27/06/2011";"09/12/2011";""
"AL";"Tanque D'Arca";"4.335";"0";"0,00%";"3.757";"86,67%";"16/06/2011";"06/12/2011";"09/12/2011"
"AL";"Coruripe";"36.178";"0";"0,00%";"28.908";"79,90%";"09/06/2011";"30/11/2011";""
"AL";"Craíbas";"15.625";"0";"0,00%";"11.967";"76,59%";"01/06/2011";"16/12/2011";"09/03/2012"
"AL";"Jequiá da Praia";"7.869";"0";"0,00%";"5.520";"70,15%";"01/08/2011";"16/12/2011";"09/03/2012"
"AL";"Messias";"11.474";"0";"0,00%";"8.948";"77,99%";"06/06/2011";"13/12/2011";""
"AL";"Joaquim Gomes";"14.195";"0";"0,00%";"8.959";"63,11%";"08/06/2011";"31/10/2011";""
"AL";"Barra de São Miguel";"5.205";"0";"0,00%";"4.008";"77,00%";"01/08/2011";"16/12/2011";"09/03/2012"
"AL";"Carneiros";"5.541";"0";"0,00%";"4.425";"79,86%";"09/06/2011";"08/12/2011";""
"AL";"Boca da Mata";"19.737";"0";"0,00%";"15.048";"76,24%";"29/06/2011";"16/12/2011";""
"AL";"Mata Grande";"17.327";"3";"0,02%";"12.342";"71,23%";"06/06/2011";"02/12/2011";"09/12/2011"
"AL";"Palestina";"3.830";"0";"0,00%";"2.853";"74,49%";"14/06/2011";"24/11/2011";""
"AL";"Coqueiro Seco";"4.154";"0";"0,00%";"3.298";"79,39%";"14/06/2011";"09/12/2011";"14/12/2011"
"AL";"Murici";"18.572";"0";"0,00%";"13.683";"73,68%";"06/06/2011";"13/12/2011";""
"AL";"São Miguel dos Campos";"36.241";"0";"0,00%";"28.395";"78,35%";"01/08/2011";"16/12/2011";"09/03/2012"
"AL";"Traipu";"18.113";"0";"0,00%";"13.332";"73,60%";"13/06/2011";"05/12/2011";""
"AL";"Ibateguara";"10.555";"0";"0,00%";"7.391";"70,02%";"08/06/2011";"22/11/2011";""
"AL";"União dos Palmares";"42.461";"0";"0,00%";"29.212";"68,80%";"01/06/2011";"22/11/2011";""
"AL";"Batalha";"10.968";"0";"0,00%";"8.362";"76,24%";"04/07/2011";"16/12/2011";""
"AL";"Santa Luzia do Norte";"5.485";"0";"0,00%";"4.087";"74,51%";"14/06/2011";"09/12/2011";"14/12/2011"
"AL";"Flexeiras";"7.716";"0";"0,00%";"5.808";"75,27%";"08/06/2011";"31/10/2011";""
"AL";"Inhapi";"12.422";"0";"0,00%";"8.735";"70,32%";"06/06/2011";"02/12/2011";"09/12/2011"
"AL";"Marechal Deodoro";"30.496";"0";"0,00%";"22.558";"73,97%";"01/06/2011";"14/11/2011";""
"AL";"Palmeira dos Índios";"51.207";"0";"0,00%";"36.175";"70,64%";"13/07/2011";"16/12/2011";"09/03/2012"
"AL";"Minador do Negrão";"3.577";"0";"0,00%";"2.932";"81,97%";"13/06/2011";"09/12/2011";""
"AL";"Canapi";"13.093";"1";"0,01%";"9.312";"71,12%";"06/06/2011";"02/12/2011";"09/12/2011"
