Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
Prefeito,MG,ALTEROSA,PFL,25,TIMOTHEO DE SOUZA NETTO,"3,320",Eleito,47.921,(sem coligação)
Prefeito,MG,ABAETE,PFL,25,GILBERTO ALVES SOARES,"5,599",Eleito,46.261,(sem coligação)
Prefeito,MG,ALTO CAPARAO,PMDB,15,DELFINO JOSE EMERICH,"1,298",Eleito,61.169,(sem coligação)
Prefeito,MG,ALAGOA,PFL,25,ELI CHAVES,"1,004",Eleito,52.898,(sem coligação)
Prefeito,MG,ABRE CAMPO,PPB,11,JOSE RAIMUNDO DA SILVA,"4,038",Eleito,54.649,(sem coligação)
Prefeito,MG,AGUA BOA,PMDB,15,JOAO FERNANDES DOS SANTOS,"5,128",Eleito,74.622,(sem coligação)
Prefeito,MG,AGUAS VERMELHAS,PT,13,VALDECY JOSE DE SOUZA,"2,836",Eleito,50.733,(sem coligação)
Prefeito,MG,ALBERTINA,PMDB,15,BENEDITO EDIVINO LUIZ,"1,474",Eleito,100,(sem coligação)
Prefeito,MG,ALPINOPOLIS,PL,22,JOAQUIM ITAMAR DA SILVEIRA,"5,719",Eleito,61.954,(sem coligação)
Prefeito,MG,ALEM PARAIBA,PSB,40,MIGUEL BELMIRO DE SOUZA,"9,340",Eleito,48.788,(sem coligação)
Prefeito,MG,AGUA COMPRIDA,PFL,25,ELBAS FERREIRA DE ALMEIDA,"1,272",Eleito,69.243,(sem coligação)
Prefeito,MG,AIMORES,PMDB,15,JURANDIR DA ROCHA,"9,457",Eleito,69.024,(sem coligação)
Prefeito,MG,ABADIA DOS DOURADOS,PFL,25,JOSE LEMES DOS SANTOS,"3,378",Eleito,79.445,(sem coligação)
Prefeito,MG,ACAIACA,PFL,25,JOSE CALIXTO MILAGRES,"1,569",Eleito,70.58,(sem coligação)
Prefeito,MG,AGUANIL,PFL,25,WANTUIL DE SOUZA,930,Eleito,46.315,(sem coligação)
Prefeito,MG,ALFENAS,PMDB,15,HESSE LUIZ PEREIRA,"14,142",Eleito,48.242,(sem coligação)
Prefeito,MG,ALFREDO VASCONCELOS,PPB,11,OLACIR ELY DA SILVA,"1,260",Eleito,43.811,(sem coligação)
Prefeito,MG,ALPERCATA,PMDB,15,EDSON AMANCIO DE SA,"2,386",Eleito,56.036,(sem coligação)
Prefeito,MG,BARAO DE COCAIS,PDT,12,JAIR PEREIRA COSTA,"5,619",Eleito,46.907,(sem coligação)
Prefeito,MG,ACUCENA,PSDB,45,SIMAN JOSE,"3,082",Eleito,48.156,(sem coligação)
Prefeito,MG,AIURUOCA,PSDB,45,JOAQUIM DE FARIA LOPES,"1,951",Eleito,51.369,(sem coligação)
Prefeito,MG,AGUAS FORMOSAS,PMDB,15,JOAO AUGUSTO FERNANDES SOBRINHO,"4,676",Eleito,53.908,(sem coligação)
Prefeito,MG,ANTONIO CARLOS,PPB,11,MANOEL JOSE RETTORE CABRAL,"2,289",Eleito,37.433,(sem coligação)
Prefeito,MG,ARAPONGA,PSDB,45,PAULO AFONSO MIRANDA,"1,819",Eleito,47.161,(sem coligação)
Prefeito,MG,ARGIRITA,PMDB,15,EMILIO CESAR VITOI,"1,133",Eleito,47.665,(sem coligação)
Prefeito,MG,ALMENARA,PMDB,15,CHAUE CHEQUER FILHO,"8,959",Eleito,54.936,(sem coligação)
Prefeito,MG,ALVINOPOLIS,PMDB,15,JOSE MILTON DA SILVA,"4,899",Eleito,53.262,(sem coligação)
Prefeito,MG,ARCOS,PPB,11,HILDA BORGES DE ANDRADE,"9,325",Eleito,51.996,(sem coligação)
Prefeito,MG,ASTOLFO DUTRA,PSDB,45,ARCILIO VENANCIO RIBEIRO,"2,789",Eleito,38.305,(sem coligação)
Prefeito,MG,ALVARENGA,PT,13,JOSE RAIMUNDO,"2,242",Eleito,61.341,(sem coligação)
Prefeito,MG,AMPARO DO SERRA,PMDB,15,GERALDO FERREIRA BITENCOURT,"1,464",Eleito,39.88,(sem coligação)
Prefeito,MG,ANDRELANDIA,PMDB,15,ALFREDO REZENDE SALGADO,"3,976",Eleito,51.543,(sem coligação)
Prefeito,MG,BAMBUI,PFL,25,PAULO IRENE DE FARIA,"7,043",Eleito,55.153,(sem coligação)
Prefeito,MG,BAEPENDI,PTB,14,MARCELINO ALVES FERREIRA FILHO,"3,508",Eleito,36.469,(sem coligação)
Prefeito,MG,ALVORADA DE MINAS,PFL,25,ANTONIO SIMOES LEITE,"1,037",Eleito,51.261,(sem coligação)
Prefeito,MG,AUGUSTO DE LIMA,PPB,11,ENEBIO DE FATIMA FONSECA,"1,792",Eleito,56.817,(sem coligação)
Prefeito,MG,ARAGUARI,PMDB,15,MILTON DE LIMA FILHO,"17,754",Eleito,32.724,(sem coligação)
Prefeito,MG,ANDRADAS,PT,13,WILKYE VERONESE,"8,019",Eleito,53.166,(sem coligação)
Prefeito,MG,ARAPORA,PFL,25,WILMAR ALVES DE OLIVEIRA,"1,578",Eleito,51.518,(sem coligação)
Prefeito,MG,ARACAI,PMDB,15,MARCIO GONZAGA DIAS DE OLIVEIRA,766,Eleito,53.231,(sem coligação)
Prefeito,MG,ARAXA,PSDB,45,OLAVO DRUMMOND,"24,212",Eleito,53.999,(sem coligação)
Prefeito,MG,ARICANDUVA,PFL,25,MARIA ALEXANDRINA CORDEIRO,"1,198",Eleito,60.292,(sem coligação)
Prefeito,MG,ALTO JEQUITIBA,PSDB,45,MARCO ANTONIO LOPES,"2,283",Eleito,52.677,(sem coligação)
Prefeito,MG,ANTONIO DIAS,PMDB,15,SILVIO ROBERTO ARAUJO,"3,225",Eleito,62.646,(sem coligação)
Prefeito,MG,ARAPUA,PSDB,45,FERNANDO MARIA BONTEMPO,"1,406",Eleito,61.938,(sem coligação)
Prefeito,MG,ARINOS,PSDB,45,JOSE IDELBRANDO FERREIRA DE SOUZA,"3,193",Eleito,41.158,(sem coligação)
Prefeito,MG,ARACITABA,PSDB,45,GERALDO MENDES DA CRUZ,899,Eleito,54.817,(sem coligação)
Prefeito,MG,BALDIM,PMDB,15,IVAN MARTINS DA COSTA DINIZ,"3,606",Eleito,74.366,(sem coligação)
Prefeito,MG,ATALEIA,PDT,12,EDISON GOMES DE OLIVEIRA,"4,122",Eleito,49.771,(sem coligação)
Prefeito,MG,ALTO RIO DOCE,PSDB,45,RICARDO BELO COUTO,"3,770",Eleito,45.548,(sem coligação)
Prefeito,MG,ANTONIO PRADO DE MINAS,PFL,25,LOURIVAL PEREIRA METELLO,"1,168",Eleito,100,(sem coligação)
Prefeito,MG,ARCEBURGO,PMDB,15,JAMIL ANTONIO NICOLAU,"2,632",Eleito,53.561,(sem coligação)
Prefeito,MG,ARACUAI,PT,13,MARIA DO CARMO FERREIRA DA SILVA,"9,940",Eleito,65.168,(sem coligação)
Prefeito,MG,ARAUJOS,PTB,14,JULIO CESAR FERREIRA DO AMARAL,"1,585",Eleito,40.735,(sem coligação)
Prefeito,MG,BELO VALE,PFL,25,JOAO EUSTAQUIO,"2,781",Eleito,55.168,(sem coligação)
Prefeito,MG,ARANTINA,PSDB,45,PAULO HENRIQUE PIRES FERNANDES,"1,102",Eleito,56.224,(sem coligação)
Prefeito,MG,BELO ORIENTE,PTB,14,JOSE EULER DOS ANJOS,"3,870",Eleito,35.423,(sem coligação)
Prefeito,MG,BETIM,PT,13,JESUS MARIO DE ALMEIDA LIMA,"38,941",Eleito,38.254,(sem coligação)
Prefeito,MG,BANDEIRA,PFL,25,DOMINGAS DE ALMEIDA CARVALHO,"1,743",Eleito,55.158,(sem coligação)
Prefeito,MG,BERILO,PFL,25,JOSE BOTELHO DE SOUZA,"2,629",Eleito,49.399,(sem coligação)
Prefeito,MG,AREADO,PDT,12,PEDRO FRANCISCO DA SILVA,"3,979",Eleito,58.198,(sem coligação)
Prefeito,MG,BANDEIRA DO SUL,PFL,25,MARLENE BASTOS DA COSTA,"1,940",Eleito,68.6,(sem coligação)
Prefeito,MG,BELMIRO BRAGA,PMDB,15,WILLIAM DE SOUZA,982,Eleito,41.365,(sem coligação)
Prefeito,MG,ANGELANDIA,PMDB,15,EDAILTON ANTONIO GODINHO PIMENTA,"1,503",Eleito,49.246,(sem coligação)
Prefeito,MG,BELA VISTA DE MINAS,PFL,25,JOSE MODESTO PESSOA DE AVILA,"2,300",Eleito,39.438,(sem coligação)
Prefeito,MG,BARAO DE MONTE ALTO,PFL,25,ROBERTO NAVARRO ROCHA,"1,900",Eleito,47.871,(sem coligação)
Prefeito,MG,BARBACENA,PRP,44,PAULO ANTONIO SCARPELLI,"28,709",Eleito,51.993,(sem coligação)
Prefeito,MG,BERIZAL,PMDB,15,EMERSON FERREIRA SOUTO,"1,364",Eleito,68.337,(sem coligação)
Prefeito,MG,BARRA LONGA,PSDB,45,MARIO ANTONIO COELHO,"3,151",Eleito,58.864,(sem coligação)
Prefeito,MG,BERTOPOLIS,PDT,12,ARLINDO BATISTA DOS SANTOS,"1,198",Eleito,50.147,(sem coligação)
Prefeito,MG,BOTUMIRIM,PL,22,JOSE MARIA DE FATIMA ALMEIDA,"1,967",Eleito,63.988,(sem coligação)
Prefeito,MG,BUGRE,PPB,11,JOSELITO VIANA DA COSTA,"1,350",Eleito,51.429,(sem coligação)
Prefeito,MG,BIAS FORTES,PRP,44,JOSE ROZANGELO DE OLIVEIRA,"1,542",Eleito,48.644,(sem coligação)
Prefeito,MG,BONITO DE MINAS,PFL,25,AIER NONATO DE SOUZA FERREIRA,"2,306",Eleito,100,(sem coligação)
Prefeito,MG,BORDA DA MATA,PFL,25,DORIVAL CARLOS BORGES,"3,416",Eleito,41.699,(sem coligação)
Prefeito,MG,BRAS PIRES,PSDB,45,ORLANDO GONALVES PEDROSA,"1,764",Eleito,52.5,(sem coligação)
Prefeito,MG,BUENO BRANDAO,PTB,14,CLEUDES ANTONIO CHIRICO,"2,799",Eleito,48.451,(sem coligação)
Prefeito,MG,BURITIS,PPS,23,JOSE VICENTE DAMASCENO,"5,886",Eleito,66.629,(sem coligação)
Prefeito,MG,BICAS,PFL,25,JACYR MOREIRA,"4,548",Eleito,58.722,(sem coligação)
Prefeito,MG,BARROSO,PMDB,15,JOSE BERNARDO MENEGHIN,"4,743",Eleito,40.291,(sem coligação)
Prefeito,MG,BOM JESUS DA PENHA,PSDB,45,JORGE ANDRE DE ARAUJO,"1,735",Eleito,100,(sem coligação)
Prefeito,MG,BOM REPOUSO,PTB,14,ANTONIO FRANCISCO DE MELO,"3,024",Eleito,57.776,(sem coligação)
Prefeito,MG,BOM SUCESSO,PMDB,15,ALOISIO ROQUIM,"4,365",Eleito,47.098,(sem coligação)
Prefeito,MG,BRUMADINHO,PL,22,CANDIDO AMABIS NETO,"5,466",Eleito,42.108,(sem coligação)
Prefeito,MG,BRASILANDIA DE MINAS,PSDB,45,JOAO CARDOSO DO COUTO,"1,441",Eleito,30.764,(sem coligação)
Prefeito,MG,BRAUNAS,PSDB,45,JOAO ALVES BATISTA NETO,"1,448",Eleito,42.601,(sem coligação)
Prefeito,MG,BURITIZEIRO,PFL,25,EDMUNDO GONCALVES CORDEIRO,"7,256",Eleito,62.839,(sem coligação)
Prefeito,MG,CABECEIRA GRANDE,PSDB,45,ANTONIO NAZARE SANTANA MELO,"2,135",Eleito,59.487,(sem coligação)
Prefeito,MG,BIQUINHAS,PSDB,45,JOSE HILARIO DE MEDEIROS,"1,162",Eleito,62.306,(sem coligação)
Prefeito,MG,BOA ESPERANCA,PFL,25,LUDWIG VON KLAUS DOVIK GISCHEWSKI,"11,638",Eleito,70.075,(sem coligação)
Prefeito,MG,BOM JESUS DO AMPARO,PFL,25,JOSE INOCENCIO BARBOSA DRUMOND,"1,826",Eleito,60.948,(sem coligação)
Prefeito,MG,BOTELHOS,PFL,25,MARCIONIL MOREIRA DA SILVA,"4,050",Eleito,48.532,(sem coligação)
Prefeito,MG,BRASILIA DE MINAS,PSDC,27,GETULIO ANDRADE BRAGA,"8,081",Eleito,53.823,(sem coligação)
Prefeito,MG,BRAZOPOLIS,PDT,12,PAULO DE TARSO PEREIRA GOMES,"3,759",Eleito,46.528,(sem coligação)
Prefeito,MG,BONFIM,PSDB,45,JOAO DE SALLES CAMPOS,"3,487",Eleito,100,(sem coligação)
Prefeito,MG,BUENOPOLIS,PTB,14,ANTONIO CARLOS MACIEL DA COSTA,"2,629",Eleito,53.197,(sem coligação)
Prefeito,MG,CABO VERDE,PMDB,15,CLAUDIO ANTONIO PALMA,"4,431",Eleito,63.673,(sem coligação)
Prefeito,MG,BOM DESPACHO,PDT,12,HAROLDO DE SOUSA QUEIROZ,"12,109",Eleito,57.47,(sem coligação)
Prefeito,MG,BONFINOPOLIS DE MINAS,PFL,25,EUSTAQUIO PEREIRA DA CRUZ,"1,642",Eleito,45.93,(sem coligação)
Prefeito,MG,BOM JARDIM DE MINAS,PPB,11,GENIVALDO MARQUES DE PAULA,"2,242",Eleito,52.543,(sem coligação)
Prefeito,MG,BOM JESUS DO GALHO,PFL,25,JOAO JOSE DE ASSIS,"5,175",Eleito,52.699,(sem coligação)
Prefeito,MG,CAMPANARIO,PSDB,45,CLOVES RODRIGUES,"1,172",Eleito,52.462,(sem coligação)
Prefeito,MG,CAMPOS ALTOS,PPB,11,GERALDO BARBOSA LEAO JUNIOR,"2,175",Eleito,34.08,(sem coligação)
Prefeito,MG,CAMPO BELO,PL,22,GEOVANI JOSE DE SOUSA,"10,081",Eleito,38.809,(sem coligação)
Prefeito,MG,CANAA,PFL,25,JOSE DANIEL DE ASSIS,"2,158",Eleito,69.861,(sem coligação)
Prefeito,MG,BOCAINA DE MINAS,PDT,12,BENEDITO DINIZ DE ALMEIDA,"1,679",Eleito,51.44,(sem coligação)
Prefeito,MG,CAIANA,PMDB,15,PAULO ROBERTO FERREIRA,"1,550",Eleito,67.774,(sem coligação)
Prefeito,MG,CAPINOPOLIS,PMDB,15,LUCIMAR BATISTA BELCHIOR,"4,930",Eleito,50.245,(sem coligação)
Prefeito,MG,CARAI,PMDB,15,LEOPOLDINO JOSE RIBEIRO,"4,516",Eleito,65.745,(sem coligação)
Prefeito,MG,CACHOEIRA DA PRATA,PMDB,15,DOMICIO DE CAMPOS MACIEL,"1,019",Eleito,38.352,(sem coligação)
Prefeito,MG,CAMPOS GERAIS,PMDB,15,MAURICIO RABELO,"8,695",Eleito,67.534,(sem coligação)
Prefeito,MG,CANAPOLIS,PSDB,45,ULTIMO BITENCOURT DE FREITAS,"5,665",Eleito,85.381,(sem coligação)
Prefeito,MG,CANTAGALO,PMDB,15,WILSON MEDEIROS DE OLIVEIRA,"1,135",Eleito,55.151,(sem coligação)
Prefeito,MG,CAPARAO,PSDB,45,ITAYR HORSTE PINHEIRO,"1,540",Eleito,66.437,(sem coligação)
Prefeito,MG,BOCAIUVA,PSDB,45,RICARDO AFONSO VELOSO,"11,278",Eleito,54.787,(sem coligação)
Prefeito,MG,CACHOEIRA DE PAJEU,PSDB,45,JOSE CARLOS BATISTA MARTINS,"2,865",Eleito,63.399,(sem coligação)
Prefeito,MG,CAETE,PSB,40,RAUL MESSIAS FRANCO,"6,751",Eleito,34.186,(sem coligação)
Prefeito,MG,CAJURI,PMDB,15,JUACY DIAS DE ANDRADE,"1,380",Eleito,51.57,(sem coligação)
Prefeito,MG,CAMBUI,PL,22,LUIZ GUILHERME DA SILVA,"3,729",Eleito,36.91,(sem coligação)
Prefeito,MG,CAMPANHA,PMDB,15,ARTUR SEVERIANO REZENDE,"4,547",Eleito,67.413,(sem coligação)
Prefeito,MG,CARANAIBA,PMDB,15,MARCOS BELLAVINHA,"1,504",Eleito,62.955,(sem coligação)
Prefeito,MG,CAMPO FLORIDO,PFL,25,RONALDO CASTRO BERNARDES,"1,234",Eleito,42.508,(sem coligação)
Prefeito,MG,CAMPINA VERDE,PSDB,45,GUILHERME RIBEIRO DE SOUZA,"8,686",Eleito,100,(sem coligação)
Prefeito,MG,CAPELA NOVA,PMDB,15,MANOEL MOREIRA BARBOSA,"1,879",Eleito,56.09,(sem coligação)
Prefeito,MG,CAETANOPOLIS,PPB,11,JOAO ROCHA NASCIMENTO,"3,036",Eleito,73.905,(sem coligação)
Prefeito,MG,CAPITAO ANDRADE,PPB,11,GERALDO FERREIRA CHAVES,"1,465",Eleito,54.159,(sem coligação)
Prefeito,MG,CAPITOLIO,PMDB,15,ANTONIO CARLOS SOARES,"2,307",Eleito,50.272,(sem coligação)
Prefeito,MG,CARANDAI,PMDB,15,PAULO ROBERTO BARBOSA DINIZ,"6,987",Eleito,51.052,(sem coligação)
Prefeito,MG,CAMPESTRE,PMDB,15,LEANDRO ANTONIO BORGES,"5,549",Eleito,52.737,(sem coligação)
Prefeito,MG,CANA VERDE,PSDB,45,ANTONIO CARLOS CIPRIANO CARNEIRO,"2,356",Eleito,67.295,(sem coligação)
Prefeito,MG,CAMPO AZUL,PFL,25,JOSE CARLOS PEREIRA DE ALMEIDA,911,Eleito,50.11,(sem coligação)
Prefeito,MG,CANDEIAS,PPB,11,RAYMUNDO BERNARDINO FILHO,"4,379",Eleito,53.027,(sem coligação)
Prefeito,MG,CAMPO DO MEIO,PFL,25,ALDERICO JOSE MACHADO,"3,484",Eleito,54.31,(sem coligação)
Prefeito,MG,CAMBUQUIRA,PL,22,RUBENS BARROS SANTOS,"3,224",Eleito,50.748,(sem coligação)
Prefeito,MG,CAPELINHA,PSDB,45,GELSON CORDEIRO DE OLIVEIRA,"6,244",Eleito,50.06,(sem coligação)
Prefeito,MG,CACHOEIRA DE MINAS,PFL,25,JOSE DIONISIO DE FARIA,"2,584",Eleito,46.458,(sem coligação)
Prefeito,MG,CACHOEIRA DOURADA,PMDB,15,JOSE EULER DOS REIS AQUINO,872,Eleito,58.76,(sem coligação)
Prefeito,MG,CALDAS,PFL,25,GERALDO GARCIA FRANCO,"4,826",Eleito,57.596,(sem coligação)
Prefeito,MG,CAPITAO ENEAS,PTB,14,DJALMA MARQUES ABREU,"3,498",Eleito,49.979,(sem coligação)
Prefeito,MG,CAPUTIRA,PFL,25,FRANCISCO MUNIZ DE OLIVEIRA,"2,830",Eleito,53.076,(sem coligação)
Prefeito,MG,CARANGOLA,PT,13,ROBERTO ALVES VIEIRA,"6,220",Eleito,38.523,(sem coligação)
Prefeito,MG,CARATINGA,PMDB,15,JOSE ASSIS COSTA,"19,396",Eleito,50.686,(sem coligação)
Prefeito,MG,CARBONITA,PT,13,MARCOS JOSERALDO LEMOS,"2,875",Eleito,63.187,(sem coligação)
Prefeito,MG,CARMESIA,PFL,25,JOSE CARVALHO,699,Eleito,51.816,(sem coligação)
Prefeito,MG,CARVALHOPOLIS,PTB,14,JOSE IRINEU RODRIGUES,"1,289",Eleito,64.034,(sem coligação)
Prefeito,MG,CAPETINGA,PFL,25,CELIO CUSTODIO DE ANDRADE,"1,636",Eleito,37.326,(sem coligação)
Prefeito,MG,CARMOPOLIS DE MINAS,PSDB,45,MARIA DO CARMO RABELO LARA,"4,427",Eleito,55.707,(sem coligação)
Prefeito,MG,CAMACHO,PFL,25,GERALDO CARDOSO LAMOUNIER,"1,258",Eleito,47.633,(sem coligação)
Prefeito,MG,CATAS ALTAS DA NORUEGA,PMDB,15,MARIA DE LOURDES VIEIRA,"1,222",Eleito,52.718,(sem coligação)
Prefeito,MG,CEDRO DO ABAETE,PFL,25,MOACIR EUSTAQUIO DA SILVA,429,Eleito,45.493,(sem coligação)
Prefeito,MG,CHIADOR,PFL,25,SEVERINO CANDIDO DE RESENDE,929,Eleito,47.157,(sem coligação)
Prefeito,MG,CLAUDIO,PFL,25,GERALDO FERREIRA VAZ,"7,884",Eleito,71.097,(sem coligação)
Prefeito,MG,COLUNA,PTB,14,ALMERINDO AUGUSTO DE OLIVEIRA,"2,725",Eleito,57.538,(sem coligação)
Prefeito,MG,CAPIM BRANCO,PTB,14,ALUIZIO MACHADO,"2,100",Eleito,49.307,(sem coligação)
Prefeito,MG,CAREACU,PSDB,45,BENEDITO SINVAL CAPUTO DA COSTA,"1,639",Eleito,50.571,(sem coligação)
Prefeito,MG,CARMO DA CACHOEIRA,PMDB,15,GODOFREDO JOSE CALDEIRA REIS,"3,727",Eleito,61.624,(sem coligação)
Prefeito,MG,CARVALHOS,PFL,25,PAULO ANDRADE DA CUNHA,"2,540",Eleito,100,(sem coligação)
Prefeito,MG,CARMO DO PARANAIBA,PSDB,45,FAUSTO DO ESPIRITO SANTO VELOSO,"8,833",Eleito,53.42,(sem coligação)
Prefeito,MG,CATUJI,PFL,25,WALDIR PEREIRA SOARES,"1,663",Eleito,38.665,(sem coligação)
Prefeito,MG,CASA GRANDE,PMDB,15,ADEMIR DUTRA DE CARVALHO,933,Eleito,50.845,(sem coligação)
Prefeito,MG,CAMANDUCAIA,PFL,25,WALDEMAR GOMES DE OLIVEIRA FILHO,"4,924",Eleito,53.761,(sem coligação)
Prefeito,MG,CENTRAL DE MINAS,PMDB,15,ANTONIO JULIO DE SOUZA,"2,026",Eleito,52.19,(sem coligação)
Prefeito,MG,CHAPADA DO NORTE,PMDB,15,MANOEL RODRIGUES DOS SANTOS,"2,941",Eleito,51.425,(sem coligação)
Prefeito,MG,CIPOTANEA,PMDB,15,JOAO REGINALDO DE SOUZA,"1,946",Eleito,50.703,(sem coligação)
Prefeito,MG,COMENDADOR GOMES,PPB,11,ORLANDO BATISTA ASSUNCAO,664,Eleito,36.746,(sem coligação)
Prefeito,MG,CARMO DE MINAS,PPB,11,MANOEL DIAS,"4,343",Eleito,76.287,(sem coligação)
Prefeito,MG,CARMO DA MATA,PFL,25,FERNANDO ANTONIO BRAGA LOBATO,"3,839",Eleito,58.237,(sem coligação)
Prefeito,MG,CONCEICAO DA PEDRA,PFL,25,JOSE PEREIRA DOS REIS,"1,339",Eleito,100,(sem coligação)
Prefeito,MG,CARMO DO RIO CLARO,PSDB,45,ANGELO LEITE PEREIRA,"4,729",Eleito,47.186,(sem coligação)
Prefeito,MG,CARNEIRINHO,PMDB,15,CASSIO ROSA DE ASSUN,"3,761",Eleito,74.021,(sem coligação)
Prefeito,MG,CASCALHO RICO,PRP,44,JOSE HERMANDO LEMOS,"1,741",Eleito,100,(sem coligação)
Prefeito,MG,CATAS ALTAS,PSDB,45,JOSE HOSKEN,"1,811",Eleito,76.543,(sem coligação)
Prefeito,MG,CATUTI,PFL,25,ANTONIO FRANCISCO BATISTA,"1,515",Eleito,64.91,(sem coligação)
Prefeito,MG,CAXAMBU,PMDB,15,MARCUS NAGIB GADBEN,"7,339",Eleito,61.776,(sem coligação)
Prefeito,MG,CENTRALINA,PSDB,45,JOSE MILTON DE OLIVEIRA,"3,374",Eleito,52.876,(sem coligação)
Prefeito,MG,CLARAVAL,PMDB,15,LUIZ GONZAGA CINTRA,"1,489",Eleito,64.993,(sem coligação)
Prefeito,MG,COMERCINHO,PT,13,ROGERIO ROCHA RAFAEL,"3,025",Eleito,62.436,(sem coligação)
Prefeito,MG,CARLOS CHAGAS,PTB,14,NATHAN BRAUER,"6,359",Eleito,55.176,(sem coligação)
Prefeito,MG,CARRANCAS,PTB,14,JOSE RAIMUNDO DOS SANTOS,"1,125",Eleito,48.283,(sem coligação)
Prefeito,MG,CASSIA,PMDB,15,PAULO ROBERTO DE ALCANTARA PINTO,"4,421",Eleito,49.155,(sem coligação)
Prefeito,MG,CARMO DO CAJURU,PSDB,45,ROBERTO DE SOUZA FONSECA,"6,340",Eleito,66.604,(sem coligação)
Prefeito,MG,CHAPADA GAUCHA,PFL,25,NARCISO ELOE BARON,"1,711",Eleito,58.576,(sem coligação)
Prefeito,MG,CHACARA,PL,22,JOSE PORTES DA SILVA JUNIOR,"1,017",Eleito,40.926,(sem coligação)
Prefeito,MG,CONCEICAO DA APARECIDA,PFL,25,ADENILSON NASCIMENTO FERREIRA,"2,582",Eleito,48.361,(sem coligação)
Prefeito,MG,CLARO DOS POCOES,PSDB,45,ILDO ALVES HORTA,"2,911",Eleito,51.178,(sem coligação)
Prefeito,MG,COIMBRA,PDT,12,NATALINO PEREIRA DE ANDRADE,"2,305",Eleito,61.336,(sem coligação)
Prefeito,MG,CONCEICAO DO MATO DENTRO,PMDB,15,JUVENCIO DA SILVA GUIMARAES,"5,090",Eleito,52.566,(sem coligação)
Prefeito,MG,CATAGUASES,PMDB,15,PAULO GUILHERME DO CARMO SCHELB,"13,809",Eleito,39.831,(sem coligação)
Prefeito,MG,CHALE,PSDB,45,ADAIR RODRIGUES SMITH,"1,991",Eleito,59.451,(sem coligação)
Prefeito,MG,CONCEICAO DA BARRA DE MINAS,PSDB,45,ALTAIR ALVIM,"1,305",Eleito,52.855,(sem coligação)
Prefeito,MG,CORACAO DE JESUS,PTB,14,ANTONIO CORDEIRO DE FARIA,"8,365",Eleito,63.429,(sem coligação)
Prefeito,MG,CONCEICAO DO RIO VERDE,PSDB,45,JOSE MARCIO FERREIRA,"4,972",Eleito,81.441,(sem coligação)
Prefeito,MG,CONGONHAL,PSDB,45,MARIA LUCIA SILVEIRA JUNQUEIRA,"2,570",Eleito,50.811,(sem coligação)
Prefeito,MG,COROMANDEL,PMDB,15,ELIAS JOSE FERREIRA,"7,545",Eleito,51.219,(sem coligação)
Prefeito,MG,CORONEL MURTA,PMDB,15,VANIA BITTENCOURT MURTA,"2,613",Eleito,51.105,(sem coligação)
Prefeito,MG,CORREGO DANTA,PFL,25,SEBASTIAO BARBOSA LEAO,"1,567",Eleito,57.568,(sem coligação)
Prefeito,MG,CONSELHEIRO LAFAIETE,PPB,11,VICENTE DE FARIA PAIVA,"31,712",Eleito,60.942,(sem coligação)
Prefeito,MG,CONSOLACAO,PFL,25,LAZARO BALTAZAR DA ROSA,666,Eleito,52.983,(sem coligação)
Prefeito,MG,CONTAGEM,PMDB,15,NEWTON CARDOSO,"124,196",Eleito,51.779,(sem coligação)
Prefeito,MG,CORDISLANDIA,PMDB,15,MANOEL ANTONIO DE OLIVEIRA,"1,032",Eleito,51.652,(sem coligação)
Prefeito,MG,CONCEICAO DO PARA,PPB,11,OSVALDO DA FONSECA,"1,016",Eleito,35.838,(sem coligação)
Prefeito,MG,CONEGO MARINHO,PSDB,45,ANTONIO LUIZ FERREIRA TUPINA,"1,375",Eleito,50.422,(sem coligação)
Prefeito,MG,CONFINS,PFL,25,JOAO BATISTA DA SILVA,911,Eleito,36.367,(sem coligação)
Prefeito,MG,CONCEICAO DAS ALAGOAS,PMDB,15,HEITOR MESQUITA SABINO DE FREITAS,"4,847",Eleito,49.009,(sem coligação)
Prefeito,MG,CORONEL PACHECO,PSDB,45,GILMAR FERREIRA DA COSTA,595,Eleito,26.527,(sem coligação)
Prefeito,MG,CONGONHAS DO NORTE,PMDB,15,TEREZINHA DE JESUS DUMONT MORAES,"1,650",Eleito,68.266,(sem coligação)
Prefeito,MG,COQUEIRAL,PTB,14,JAIRO DO NORTE,"2,552",Eleito,56.661,(sem coligação)
Prefeito,MG,CORDISBURGO,PL,22,GILSON LIBOREIRO DA SILVA,"2,142",Eleito,44.138,(sem coligação)
Prefeito,MG,CORINTO,PMDB,15,AFONSO VICTOR VIANNA DE ANDRADE,"7,224",Eleito,55.948,(sem coligação)
Prefeito,MG,COROACI,PFL,25,GERALDA DA CONCEICAO COSTA GONCALVES,"2,621",Eleito,44.334,(sem coligação)
Prefeito,MG,CONCEICAO DOS OUROS,PFL,25,LUIS RAIMUNDO FERREIRA,"2,997",Eleito,54.127,(sem coligação)
Prefeito,MG,CONGONHAS,PSDB,45,ALTARY DE SOUZA FERREIRA JUNIOR,"12,124",Eleito,51.486,(sem coligação)
Prefeito,MG,CONCEICAO DE IPANEMA,PT,13,GOTTFRID KAIZER,"1,314",Eleito,42.483,(sem coligação)
