"SG_UF","SG_UE","str_to_title(NM_UE)","final_name"
"SP","68314","Paulínia","Paulínia (SP)"
"SP","68390","Pedranópolis","Pedranópolis (SP)"
"SP","68411","Pedregulho","Pedregulho (SP)"
"SP","68438","Pedreira","Pedreira (SP)"
"SP","68470","Penápolis","Penápolis (SP)"
"SP","68497","Pereira Barreto","Pereira Barreto (SP)"
"SP","68535","Peruíbe","Peruíbe (SP)"
"SP","68594","Pilar Do Sul","Pilar Do Sul (SP)"
"SP","68616","Pindamonhangaba","Pindamonhangaba (SP)"
"SP","68730","Piracaia","Piracaia (SP)"
"SP","68756","Piracicaba","Piracicaba (SP)"
"SP","68810","Pirangi","Pirangi (SP)"
"SP","68837","Pirapora Do Bom Jesus","Pirapora Do Bom Jesus (SP)"
"SP","68853","Pirapozinho","Pirapozinho (SP)"
"SP","68870","Pirassununga","Pirassununga (SP)"
"SP","68934","Planalto","Planalto (SP)"
"SP","68977","Poá","Poá (SP)"
"SP","69019","Pompéia","Pompéia (SP)"
"SP","69094","Populina","Populina (SP)"
"SP","69116","Porangaba","Porangaba (SP)"
"SP","69132","Porto Feliz","Porto Feliz (SP)"
"SP","69159","Porto Ferreira","Porto Ferreira (SP)"
"SP","69175","Potirendaba","Potirendaba (SP)"
"SP","69213","Praia Grande","Praia Grande (SP)"
"SP","69256","Presidente Bernardes","Presidente Bernardes (SP)"
"SP","69272","Presidente Epitácio","Presidente Epitácio (SP)"
"SP","69299","Presidente Prudente","Presidente Prudente (SP)"
"SP","69310","Presidente Venceslau","Presidente Venceslau (SP)"
"SP","69337","Promissão","Promissão (SP)"
"SP","69353","Quatá","Quatá (SP)"
"SP","69531","Registro","Registro (SP)"
"SP","69558","Restinga","Restinga (SP)"
"SP","69574","Ribeira","Ribeira (SP)"
"SP","69655","Ribeirão Do Sul","Ribeirão Do Sul (SP)"
"SP","69671","Ribeirão Pires","Ribeirão Pires (SP)"
"SP","69698","Ribeirão Preto","Ribeirão Preto (SP)"
"SP","69710","Riversul","Riversul (SP)"
"SP","69736","Rifaina","Rifaina (SP)"
"SP","69795","Rio Claro","Rio Claro (SP)"
"SP","69817","Rio Das Pedras","Rio Das Pedras (SP)"
"SP","69833","Rio Grande Da Serra","Rio Grande Da Serra (SP)"
"SP","69914","Rubinéia","Rubinéia (SP)"
"SP","69957","Sagres","Sagres (SP)"
"SP","69990","Sales Oliveira","Sales Oliveira (SP)"
"SP","70050","Salto","Salto (SP)"
"SP","70092","Salto Grande","Salto Grande (SP)"
"SP","70157","Santa Albertina","Santa Albertina (SP)"
"SP","70173","Santa Bárbara D Oeste","Santa Bárbara D Oeste (SP)"
"SP","70190","Águas De Santa Bárbara","Águas De Santa Bárbara (SP)"
"SP","70238","Santa Clara D Oeste","Santa Clara D Oeste (SP)"
"SP","70270","Santa Cruz Das Palmeiras","Santa Cruz Das Palmeiras (SP)"
"SP","70297","Santa Cruz Do Rio Pardo","Santa Cruz Do Rio Pardo (SP)"
"SP","70335","Santa Fé Do Sul","Santa Fé Do Sul (SP)"
"SP","70351","Santa Gertrudes","Santa Gertrudes (SP)"
"SP","70378","Santa Isabel","Santa Isabel (SP)"
"SP","70459","Santana Da Ponte Pensa","Santana Da Ponte Pensa (SP)"
"SP","70475","Santana De Parnaíba","Santana De Parnaíba (SP)"
"SP","70491","Santa Rita D Oeste","Santa Rita D Oeste (SP)"
"SP","70513","Santa Rita Do Passa Quatro","Santa Rita Do Passa Quatro (SP)"
"SP","70572","Santo André","Santo André (SP)"
"SP","70610","Santo Antônio De Posse","Santo Antônio De Posse (SP)"
"SP","70718","Santos","Santos (SP)"
"SP","70750","São Bernardo Do Campo","São Bernardo Do Campo (SP)"
"SP","70777","São Caetano Do Sul","São Caetano Do Sul (SP)"
"SP","70793","São Carlos","São Carlos (SP)"
"SP","70831","São João Da Boa Vista","São João Da Boa Vista (SP)"
"SP","70858","São João Das Duas Pontes","São João Das Duas Pontes (SP)"
"SP","70890","São Joaquim Da Barra","São Joaquim Da Barra (SP)"
"SP","70971","São José Do Rio Preto","São José Do Rio Preto (SP)"
"SP","70998","São José Dos Campos","São José Dos Campos (SP)"
"SP","71030","São Manuel","São Manuel (SP)"
"SP","71056","São Miguel Arcanjo","São Miguel Arcanjo (SP)"
"SP","71072","São Paulo","São Paulo (SP)"
"SP","71110","São Pedro Do Turvo","São Pedro Do Turvo (SP)"
"SP","71137","São Roque","São Roque (SP)"
"SP","71153","São Sebastião","São Sebastião (SP)"
"SP","71196","São Simão","São Simão (SP)"
"SP","71218","São Vicente","São Vicente (SP)"
"SP","71250","Sarutaiá","Sarutaiá (SP)"
"SP","71315","Serrana","Serrana (SP)"
"SP","71331","Serra Negra","Serra Negra (SP)"
"SP","71358","Sertãozinho","Sertãozinho (SP)"
"SP","71390","Severínia","Severínia (SP)"
"SP","71455","Sorocaba","Sorocaba (SP)"
"SP","71471","Sud Mennucci","Sud Mennucci (SP)"
"SP","71498","Sumaré","Sumaré (SP)"
"SP","71510","Suzano","Suzano (SP)"
"SP","71536","Tabapuã","Tabapuã (SP)"
"SP","71552","Tabatinga","Tabatinga (SP)"
"SP","71579","Taboão Da Serra","Taboão Da Serra (SP)"
"SP","71595","Taciba","Taciba (SP)"
"SP","71617","Taguaí","Taguaí (SP)"
"SP","71676","Tambaú","Tambaú (SP)"
"SP","71692","Tanabi","Tanabi (SP)"
"SP","71757","Taquaritinga","Taquaritinga (SP)"
"SP","71773","Taquarituba","Taquarituba (SP)"
"SP","71811","Tatuí","Tatuí (SP)"
"SP","71838","Taubaté","Taubaté (SP)"
"SP","71870","Teodoro Sampaio","Teodoro Sampaio (SP)"
"SP","71919","Tietê","Tietê (SP)"
"SP","71935","Timburi","Timburi (SP)"
"SP","71951","Torrinha","Torrinha (SP)"
"SP","71994","Três Fronteiras","Três Fronteiras (SP)"
"SP","72010","Tupã","Tupã (SP)"
"SP","72036","Tupi Paulista","Tupi Paulista (SP)"
"SP","72079","Turmalina","Turmalina (SP)"
"SP","72095","Ubatuba","Ubatuba (SP)"
"SP","72133","Uchoa","Uchoa (SP)"
"SP","72150","União Paulista","União Paulista (SP)"
"SP","72176","Urânia","Urânia (SP)"
"SP","72230","Valentim Gentil","Valentim Gentil (SP)"
"SP","72257","Valinhos","Valinhos (SP)"
"SP","72311","Vargem Grande Do Sul","Vargem Grande Do Sul (SP)"
"SP","72338","Várzea Paulista","Várzea Paulista (SP)"
"SP","72370","Vinhedo","Vinhedo (SP)"
"SP","72435","Votorantim","Votorantim (SP)"
"SP","72737","Vargem Grande Paulista","Vargem Grande Paulista (SP)"
"SP","64394","General Salgado","General Salgado (SP)"
"TO","73440","Palmas","Palmas (TO)"
"TO","73008","Abreulândia","Abreulândia (TO)"
"TO","73016","Piraquê","Piraquê (TO)"
"TO","73024","Riachinho","Riachinho (TO)"
"TO","73032","Darcinópolis","Darcinópolis (TO)"
"TO","73040","Palmeiras Do Tocantins","Palmeiras Do Tocantins (TO)"
"TO","73059","Maurilândia Do Tocantins","Maurilândia Do Tocantins (TO)"
"TO","73067","Cachoeirinha","Cachoeirinha (TO)"
"TO","73075","Angico","Angico (TO)"
"TO","73083","Palmeirante","Palmeirante (TO)"
"TO","73091","Campos Lindos","Campos Lindos (TO)"
"TO","73105","São Félix Do Tocantins","São Félix Do Tocantins (TO)"
"TO","73113","Lagoa Do Tocantins","Lagoa Do Tocantins (TO)"
"TO","73121","Bom Jesus Do Tocantins","Bom Jesus Do Tocantins (TO)"
"TO","73130","Santa Maria Do Tocantins","Santa Maria Do Tocantins (TO)"
"TO","73148","Novo Alegre","Novo Alegre (TO)"
"TO","73156","Sandolândia","Sandolândia (TO)"
"TO","73164","Taipas Do Tocantins","Taipas Do Tocantins (TO)"
"TO","73172","Novo Jardim","Novo Jardim (TO)"
"TO","73180","São Miguel Do Tocantins","São Miguel Do Tocantins (TO)"
"TO","73199","Fortaleza Do Tabocão","Fortaleza Do Tabocão (TO)"
"TO","73202","Itapiratins","Itapiratins (TO)"
"TO","73210","Centenário","Centenário (TO)"
"TO","73229","Recursolândia","Recursolândia (TO)"
"TO","73237","Tupiratins","Tupiratins (TO)"
"TO","73245","Brasilândia Do Tocantins","Brasilândia Do Tocantins (TO)"
"TO","73253","Juarina","Juarina (TO)"
"TO","73261","Pau D Arco","Pau D Arco (TO)"
"TO","73270","Mateiros","Mateiros (TO)"
"TO","73288","São Bento Do Tocantins","São Bento Do Tocantins (TO)"
"TO","73296","Esperantina","Esperantina (TO)"
"TO","73300","Cariri Do Tocantins","Cariri Do Tocantins (TO)"
"TO","73318","Araguanã","Araguanã (TO)"
"TO","73326","Carmolândia","Carmolândia (TO)"
"TO","73334","Aragominas","Aragominas (TO)"
"TO","73342","Muricilândia","Muricilândia (TO)"
"TO","73350","Santa Fé Do Araguaia","Santa Fé Do Araguaia (TO)"
"TO","73369","Jaú Do Tocantins","Jaú Do Tocantins (TO)"
"TO","73377","Sucupira","Sucupira (TO)"
"TO","73385","Lagoa Da Confusão","Lagoa Da Confusão (TO)"
"TO","73393","São Salvador Do Tocantins","São Salvador Do Tocantins (TO)"
"TO","73407","Lajeado","Lajeado (TO)"
"TO","73415","Rio Dos Bois","Rio Dos Bois (TO)"
"TO","73423","Carrasco Bonito","Carrasco Bonito (TO)"
"TO","73431","Rio Da Conceição","Rio Da Conceição (TO)"
"TO","73458","Tupirama","Tupirama (TO)"
"TO","73466","Oliveira De Fátima","Oliveira De Fátima (TO)"
"TO","73474","Chapada De Areia","Chapada De Areia (TO)"
"TO","73482","Chapada Da Natividade","Chapada Da Natividade (TO)"
"TO","73504","Talismã","Talismã (TO)"
"TO","73512","Aguiarnópolis","Aguiarnópolis (TO)"
"TO","73520","Luzinópolis","Luzinópolis (TO)"
"TO","73539","Santa Terezinha Do Tocantins","Santa Terezinha Do Tocantins (TO)"
"TO","73547","Santa Rita Do Tocantins","Santa Rita Do Tocantins (TO)"
"TO","73555","Crixás Do Tocantins","Crixás Do Tocantins (TO)"
"TO","73563","Monte Santo Do Tocantins","Monte Santo Do Tocantins (TO)"
"TO","73571","Pugmil","Pugmil (TO)"
"TO","73580","Bandeirantes Do Tocantins","Bandeirantes Do Tocantins (TO)"
"TO","73598","Ipueiras","Ipueiras (TO)"
"TO","73601","Lavandeira","Lavandeira (TO)"
"TO","73610","Barra Do Ouro","Barra Do Ouro (TO)"
"TO","92002","Bernardo Sayão","Bernardo Sayão (TO)"
"TO","92045","Buriti Do Tocantins","Buriti Do Tocantins (TO)"
"TO","92070","Almas","Almas (TO)"
"TO","92088","Caseara","Caseara (TO)"
"TO","92134","Alvorada","Alvorada (TO)"
"TO","92142","Combinado","Combinado (TO)"
"TO","92185","Divinópolis Do Tocantins","Divinópolis Do Tocantins (TO)"
"TO","92193","Ananás","Ananás (TO)"
"TO","92240","Goianorte","Goianorte (TO)"
"TO","92304","Marianópolis Do Tocantins","Marianópolis Do Tocantins (TO)"
"TO","92371","Araguacema","Araguacema (TO)"
"TO","92398","Araguaçu","Araguaçu (TO)"
"TO","92401","Nova Rosalândia","Nova Rosalândia (TO)"
"TO","92410","Araguaína","Araguaína (TO)"
"TO","92436","Araguatins","Araguatins (TO)"
"TO","92452","Arapoema","Arapoema (TO)"
"TO","92479","Arraias","Arraias (TO)"
"TO","92487","Pequizeiro","Pequizeiro (TO)"
"TO","92509","Porto Alegre Do Tocantins","Porto Alegre Do Tocantins (TO)"
"TO","92525","Praia Norte","Praia Norte (TO)"
"TO","92533","Aurora Do Tocantins","Aurora Do Tocantins (TO)"
"TO","92541","Sampaio","Sampaio (TO)"
"TO","92576","Axixá Do Tocantins","Axixá Do Tocantins (TO)"
"TO","92584","Santa Rosa Do Tocantins","Santa Rosa Do Tocantins (TO)"
"TO","92592","Babaçulândia","Babaçulândia (TO)"
"TO","92606","Santa Tereza Do Tocantins","Santa Tereza Do Tocantins (TO)"
"TO","92681","São Valério Da Natividade","São Valério Da Natividade (TO)"
"TO","92738","Brejinho De Nazaré","Brejinho De Nazaré (TO)"
"TO","93114","Colinas Do Tocantins","Colinas Do Tocantins (TO)"
"TO","93130","Conceição Do Tocantins","Conceição Do Tocantins (TO)"
"TO","93211","Couto De Magalhães","Couto De Magalhães (TO)"
"TO","93238","Cristalândia","Cristalândia (TO)"
"TO","93416","Dianópolis","Dianópolis (TO)"
"TO","93459","Dois Irmãos Do Tocantins","Dois Irmãos Do Tocantins (TO)"
"TO","93475","Dueré","Dueré (TO)"
"TO","93556","Filadélfia","Filadélfia (TO)"
"TO","93653","Formoso Do Araguaia","Formoso Do Araguaia (TO)"
"TO","93858","Gurupi","Gurupi (TO)"
"TO","94056","Itacajá","Itacajá (TO)"
"TO","94099","Itaguatins","Itaguatins (TO)"
"TO","94170","Itaporã Do Tocantins","Itaporã Do Tocantins (TO)"
"TO","94617","Miracema Do Tocantins","Miracema Do Tocantins (TO)"
"TO","94633","Miranorte","Miranorte (TO)"
"TO","94692","Monte Do Carmo","Monte Do Carmo (TO)"
"TO","94811","Natividade","Natividade (TO)"
"TO","94838","Nazaré","Nazaré (TO)"
"TO","94994","Novo Acordo","Novo Acordo (TO)"
"TO","95192","Paraíso Do Tocantins","Paraíso Do Tocantins (TO)"
"TO","95214","Paranã","Paranã (TO)"
"TO","95257","Pedro Afonso","Pedro Afonso (TO)"
"TO","95273","Peixe","Peixe (TO)"
"TO","95290","Colméia","Colméia (TO)"
"TO","95338","Goiatins","Goiatins (TO)"
"TO","95370","Pindorama Do Tocantins","Pindorama Do Tocantins (TO)"
"TO","95478","Pium","Pium (TO)"
"TO","95516","Ponte Alta Do Bom Jesus","Ponte Alta Do Bom Jesus (TO)"
"TO","95532","Ponte Alta Do Tocantins","Ponte Alta Do Tocantins (TO)"
"TO","95591","Porto Nacional","Porto Nacional (TO)"
"TO","95699","Lizarda","Lizarda (TO)"
"TO","96032","São Sebastião Do Tocantins","São Sebastião Do Tocantins (TO)"
"TO","96130","Sítio Novo Do Tocantins","Sítio Novo Do Tocantins (TO)"
"TO","96156","Taguatinga","Taguatinga (TO)"
"TO","96199","Tocantínia","Tocantínia (TO)"
"TO","96210","Tocantinópolis","Tocantinópolis (TO)"
"TO","96270","Guaraí","Guaraí (TO)"
"TO","96296","Presidente Kennedy","Presidente Kennedy (TO)"
"TO","96431","Xambioá","Xambioá (TO)"
"TO","96490","Palmeirópolis","Palmeirópolis (TO)"
"TO","96598","Silvanópolis","Silvanópolis (TO)"
"TO","96636","Nova Olinda","Nova Olinda (TO)"
"TO","96652","Wanderlândia","Wanderlândia (TO)"
"TO","96679","Figueirópolis","Figueirópolis (TO)"
"TO","96792","Rio Sono","Rio Sono (TO)"
"TO","96830","Fátima","Fátima (TO)"
"TO","96857","Augustinópolis","Augustinópolis (TO)"
"TO","96954","Aliança Do Tocantins","Aliança Do Tocantins (TO)"
"TO","96970","Aparecida Do Rio Negro","Aparecida Do Rio Negro (TO)"
"TO","96997","Barrolândia","Barrolândia (TO)"
"AC","AC","Acre","Acre (AC)"
"AL","AL","Alagoas","Alagoas (AL)"
"AM","AM","Amazonas","Amazonas (AM)"
"AP","AP","Amapá","Amapá (AP)"
"BA","BA","Bahia","Bahia (BA)"
"BR","BR","Brasil","Brasil (BR)"
"CE","CE","Ceará","Ceará (CE)"
"DF","DF","Distrito Federal","Distrito Federal (DF)"
"ES","ES","Espírito Santo","Espírito Santo (ES)"
"GO","GO","Goiás","Goiás (GO)"
"MA","MA","Maranhão","Maranhão (MA)"
"MG","MG","Minas Gerais","Minas Gerais (MG)"
"MS","MS","Mato Grosso Do Sul","Mato Grosso Do Sul (MS)"
"MT","MT","Mato Grosso","Mato Grosso (MT)"
"PA","PA","Pará","Pará (PA)"
"PB","PB","Paraíba","Paraíba (PB)"
"PE","PE","Pernambuco","Pernambuco (PE)"
"PI","PI","Piauí","Piauí (PI)"
"PR","PR","Paraná","Paraná (PR)"
"RJ","RJ","Rio De Janeiro","Rio De Janeiro (RJ)"
"RN","RN","Rio Grande Do Norte","Rio Grande Do Norte (RN)"
"RO","RO","Rondônia","Rondônia (RO)"
"RR","RR","Roraima","Roraima (RR)"
"RS","RS","Rio Grande Do Sul","Rio Grande Do Sul (RS)"
"SC","SC","Santa Catarina","Santa Catarina (SC)"
"SE","SE","Sergipe","Sergipe (SE)"
"SP","SP","São Paulo","São Paulo (SP)"
"TO","TO","Tocantins","Tocantins (TO)"
"AC","01058","Brasiléia","Brasiléia (AC)"
"AC","01074","Cruzeiro Do Sul","Cruzeiro Do Sul (AC)"
"AC","01082","Rodrigues Alves","Rodrigues Alves (AC)"
"AC","01090","Mâncio Lima","Mâncio Lima (AC)"
"AC","01104","Jordão","Jordão (AC)"
"AC","01457","Sena Madureira","Sena Madureira (AC)"
"AC","01490","Xapuri","Xapuri (AC)"
"AC","01511","Plácido De Castro","Plácido De Castro (AC)"
"AC","01538","Senador Guiomard","Senador Guiomard (AC)"
"AC","01570","Assis Brasil","Assis Brasil (AC)"
"AL","27073","Atalaia","Atalaia (AL)"
"AL","27430","Coqueiro Seco","Coqueiro Seco (AL)"
"AL","27499","Dois Riachos","Dois Riachos (AL)"
"AL","27790","Junqueiro","Junqueiro (AL)"
"AL","27871","Major Isidoro","Major Isidoro (AL)"
"AL","28010","Matriz De Camaragibe","Matriz De Camaragibe (AL)"
"AL","28118","Novo Lino","Novo Lino (AL)"
"AL","28290","Passo De Camaragibe","Passo De Camaragibe (AL)"
"AL","28371","Pilar","Pilar (AL)"
"AL","28533","Rio Largo","Rio Largo (AL)"
"AL","28657","São José Da Laje","São José Da Laje (AL)"
"AL","28797","Tanque D Arca","Tanque D Arca (AL)"
"AM","02070","Autazes","Autazes (AM)"
"AM","02151","Boca Do Acre","Boca Do Acre (AM)"
"AM","02232","Careiro","Careiro (AM)"
"AM","02798","Tapauá","Tapauá (AM)"
"AM","02810","Tefé","Tefé (AM)"
"AM","02895","Alvarães","Alvarães (AM)"
"AM","98418","Presidente Figueiredo","Presidente Figueiredo (AM)"
"AM","98434","Rio Preto Da Eva","Rio Preto Da Eva (AM)"
"BA","30058","Eunápolis","Eunápolis (BA)"
"BA","30678","Jaborandi","Jaborandi (BA)"
"BA","30694","Jussari","Jussari (BA)"
"BA","30716","América Dourada","América Dourada (BA)"
"BA","30970","Heliópolis","Heliópolis (BA)"
"BA","33154","Alcobaça","Alcobaça (BA)"
"BA","33405","Apuarema","Apuarema (BA)"
"BA","33510","Baixa Grande","Baixa Grande (BA)"
"BA","33804","Bonito","Bonito (BA)"
"BA","33839","Botuporã","Botuporã (BA)"
"BA","33995","Caculé","Caculé (BA)"
"BA","34231","Canarana","Canarana (BA)"
"BA","34371","Caravelas","Caravelas (BA)"
"BA","34576","Cipó","Cipó (BA)"
"BA","34614","Cocos","Cocos (BA)"
"BA","34738","Condeúba","Condeúba (BA)"
"BA","35149","Feira Da Mata","Feira Da Mata (BA)"
"BA","35394","Ibiassucê","Ibiassucê (BA)"
"BA","35475","Ibipeba","Ibipeba (BA)"
"BA","35572","Ibirapuã","Ibirapuã (BA)"
"BA","35696","Igaporã","Igaporã (BA)"
"BA","35831","Ipupiara","Ipupiara (BA)"
"BA","36218","Itanhém","Itanhém (BA)"
"BA","36277","Itapebi","Itapebi (BA)"
"BA","36293","Itapetinga","Itapetinga (BA)"
"BA","36692","Juazeiro","Juazeiro (BA)"
"BA","36757","Lafaiete Coutinho","Lafaiete Coutinho (BA)"
"BA","36870","Lençóis","Lençóis (BA)"
"BA","37150","Maraú","Maraú (BA)"
"BA","37192","Mascote","Mascote (BA)"
"BA","37230","Medeiros Neto","Medeiros Neto (BA)"
"BA","37354","Morro Do Chapéu","Morro Do Chapéu (BA)"
"BA","37435","Mundo Novo","Mundo Novo (BA)"
"BA","37494","Mutuípe","Mutuípe (BA)"
"BA","37656","Oliveira Dos Brejinhos","Oliveira Dos Brejinhos (BA)"
"BA","37915","Pindaí","Pindaí (BA)"
"BA","38210","Remanso","Remanso (BA)"
"BA","38415","Rio Real","Rio Real (BA)"
"BA","38431","Rodelas","Rodelas (BA)"
"BA","38458","Ruy Barbosa","Ruy Barbosa (BA)"
"BA","38555","Santa Cruz Cabrália","Santa Cruz Cabrália (BA)"
"BA","38776","São Desidério","São Desidério (BA)"
"BA","38938","Sátiro Dias","Sátiro Dias (BA)"
"BA","39071","Serra Preta","Serra Preta (BA)"
"BA","39195","Tanhaçu","Tanhaçu (BA)"
"BA","39373","Tucano","Tucano (BA)"
"BA","39470","Uibaí","Uibaí (BA)"
"BA","39519","Urandi","Urandi (BA)"
"BA","39624","Varzedo","Varzedo (BA)"
"BA","39691","Wenceslau Guimarães","Wenceslau Guimarães (BA)"
"BA","39756","Maetinga","Maetinga (BA)"
"BA","39799","Nordestina","Nordestina (BA)"
"BA","39837","Pintadas","Pintadas (BA)"
"BA","39977","Várzea Da Roça","Várzea Da Roça (BA)"
"BA","36633","Jeremoabo","Jeremoabo (BA)"
"CE","13064","Graça","Graça (CE)"
"CE","13129","Barreira","Barreira (CE)"
"CE","13145","Acarape","Acarape (CE)"
"CE","13374","Barbalha","Barbalha (CE)"
"CE","13552","Canindé","Canindé (CE)"
"CE","13811","Coreaú","Coreaú (CE)"
"CE","14052","Hidrolândia","Hidrolândia (CE)"
"CE","14079","Ibiapina","Ibiapina (CE)"
"CE","14354","Jaguaretama","Jaguaretama (CE)"
"CE","14613","Massapê","Massapê (CE)"
"CE","14710","Mombaça","Mombaça (CE)"
"CE","14737","Monsenhor Tabosa","Monsenhor Tabosa (CE)"
"CE","14818","Mucambo","Mucambo (CE)"
"CE","15032","Palmácia","Palmácia (CE)"
"CE","15334","Redenção","Redenção (CE)"
"CE","15610","Solonópole","Solonópole (CE)"
"CE","15636","Tabuleiro Do Norte","Tabuleiro Do Norte (CE)"
"CE","15733","Ubajara","Ubajara (CE)"
"CE","15830","Viçosa Do Ceará","Viçosa Do Ceará (CE)"
"CE","15911","Forquilha","Forquilha (CE)"
"ES","56316","Conceição Da Barra","Conceição Da Barra (ES)"
"ES","56502","Ibitirama","Ibitirama (ES)"
"ES","56510","Iconha","Iconha (ES)"
"ES","56910","Santa Teresa","Santa Teresa (ES)"
"ES","56936","São Gabriel Da Palha","São Gabriel Da Palha (ES)"
"ES","57932","Santa Maria De Jetibá","Santa Maria De Jetibá (ES)"
"GO","92177","Amorinópolis","Amorinópolis (GO)"
"GO","92614","Baliza","Baliza (GO)"
"GO","92860","Guarinos","Guarinos (GO)"
"GO","92924","Chapadão Do Céu","Chapadão Do Céu (GO)"
"GO","92959","Campo Alegre De Goiás","Campo Alegre De Goiás (GO)"
"GO","93157","Córrego Do Ouro","Córrego Do Ouro (GO)"
"GO","93190","Corumbaíba","Corumbaíba (GO)"
"GO","93378","Damolândia","Damolândia (GO)"
"GO","93394","Davinópolis","Davinópolis (GO)"
"GO","93408","Bonópolis","Bonópolis (GO)"
"GO","93548","Ipiranga De Goiás","Ipiranga De Goiás (GO)"
"GO","93572","Firminópolis","Firminópolis (GO)"
"GO","93580","Campo Limpo De Goiás","Campo Limpo De Goiás (GO)"
"GO","93602","Lagoa Santa","Lagoa Santa (GO)"
"GO","93670","Goianápolis","Goianápolis (GO)"
"GO","93912","Hidrolina","Hidrolina (GO)"
"GO","94110","Itajá","Itajá (GO)"
"GO","94277","Ivolândia","Ivolândia (GO)"
"GO","94757","Mossâmedes","Mossâmedes (GO)"
"GO","94897","Niquelândia","Niquelândia (GO)"
"GO","94935","Nova Aurora","Nova Aurora (GO)"
"GO","94978","Nova Veneza","Nova Veneza (GO)"
"GO","95613","Posse","Posse (GO)"
"GO","95796","Santa Cruz De Goiás","Santa Cruz De Goiás (GO)"
"GO","95850","Santa Rosa De Goiás","Santa Rosa De Goiás (GO)"
"GO","96237","Três Ranchos","Três Ranchos (GO)"
"GO","96717","Arenópolis","Arenópolis (GO)"
"GO","96750","Doverlândia","Doverlândia (GO)"
"GO","96911","Adelândia","Adelândia (GO)"
"MA","07005","Água Doce Do Maranhão","Água Doce Do Maranhão (MA)"
"MA","07030","Alcântara","Alcântara (MA)"
"MA","07170","Araioses","Araioses (MA)"
"MA","07188","Bela Vista Do Maranhão","Bela Vista Do Maranhão (MA)"
"MA","07218","Axixá","Axixá (MA)"
"MA","07242","Davinópolis","Davinópolis (MA)"
"MA","07285","Bom Lugar","Bom Lugar (MA)"
"MA","07366","Buritirana","Buritirana (MA)"
"MA","07501","Conceição Do Lago-Açu","Conceição Do Lago-Açu (MA)"
"MA","07528","Feira Nova Do Maranhão","Feira Nova Do Maranhão (MA)"
"MA","07544","Fernando Falcão","Fernando Falcão (MA)"
"MA","07609","Governador Edison Lobão","Governador Edison Lobão (MA)"
"MA","07641","Governador Newton Bello","Governador Newton Bello (MA)"
"MA","07684","Igarapé Do Meio","Igarapé Do Meio (MA)"
"MA","07757","Duque Bacelar","Duque Bacelar (MA)"
"MA","07803","Lago Dos Rodrigues","Lago Dos Rodrigues (MA)"
"MA","07811","Fortuna","Fortuna (MA)"
"MA","07820","Lagoa Do Mato","Lagoa Do Mato (MA)"
"MA","07846","Lagoa Grande Do Maranhão","Lagoa Grande Do Maranhão (MA)"
"MA","07862","Lajeado Novo","Lajeado Novo (MA)"
"MA","08044","Paulino Neves","Paulino Neves (MA)"
"MA","08184","Ribamar Fiquene","Ribamar Fiquene (MA)"
"MA","08206","Santa Filomena Do Maranhão","Santa Filomena Do Maranhão (MA)"
"MA","08214","Loreto","Loreto (MA)"
"MA","08320","São João Do Paraíso","São João Do Paraíso (MA)"
"MA","08338","Mirador","Mirador (MA)"
"MA","08346","São João Do Soter","São João Do Soter (MA)"
"MA","08419","Morros","Morros (MA)"
"MA","08540","Sucupira Do Riachão","Sucupira Do Riachão (MA)"
"MA","08630","Penalva","Penalva (MA)"
"MA","08656","Peri Mirim","Peri Mirim (MA)"
"MA","08931","Sambaíba","Sambaíba (MA)"
"MA","09091","São Bernardo","São Bernardo (MA)"
"MA","09113","São Domingos Do Maranhão","São Domingos Do Maranhão (MA)"
"MA","09156","São Francisco Do Maranhão","São Francisco Do Maranhão (MA)"
"MA","09431","Tutóia","Tutóia (MA)"
"MA","09555","Bom Jardim","Bom Jardim (MA)"
"MG","40118","Água Boa","Água Boa (MG)"
"MG","40452","Alvinópolis","Alvinópolis (MG)"
"MG","40479","Alvorada De Minas","Alvorada De Minas (MG)"
"MG","40495","Amparo Do Serra","Amparo Do Serra (MG)"
"MG","40568","Periquito","Periquito (MG)"
"MG","40673","Araçuaí","Araçuaí (MG)"
"MG","40720","São João Do Manhuaçu","São João Do Manhuaçu (MG)"
"MG","40983","Luisburgo","Luisburgo (MG)"
"MG","41041","Martins Soares","Martins Soares (MG)"
"MG","41050","Bandeira Do Sul","Bandeira Do Sul (MG)"
"MG","41556","Bom Jesus Do Galho","Bom Jesus Do Galho (MG)"
"MG","41858","Buritis","Buritis (MG)"
"MG","42064","Frei Lagonegro","Frei Lagonegro (MG)"
"MG","42226","Imbé De Minas","Imbé De Minas (MG)"
"MG","42269","Japonvar","Japonvar (MG)"
"MG","42277","Campo Florido","Campo Florido (MG)"
"MG","43010","Cássia","Cássia (MG)"
"MG","43290","Claro Dos Poções","Claro Dos Poções (MG)"
"MG","43311","Cláudio","Cláudio (MG)"
"MG","43354","Coluna","Coluna (MG)"
"MG","43559","Conceição Dos Ouros","Conceição Dos Ouros (MG)"
"MG","43630","Conquista","Conquista (MG)"
"MG","43672","Conselheiro Pena","Conselheiro Pena (MG)"
"MG","43834","Coroaci","Coroaci (MG)"
"MG","44059","Cristália","Cristália (MG)"
"MG","44512","Dom Joaquim","Dom Joaquim (MG)"
"MG","44695","Douradoquara","Douradoquara (MG)"
"MG","44733","Engenheiro Caldas","Engenheiro Caldas (MG)"
